id,name,system
336893345,gimp2Plugins.gimp,aarch64-darwin
338427929,git-branchstack,aarch64-darwin
338427925,git-branchstack,aarch64-linux
338427961,git-branchstack,x86_64-linux
336893484,git-chain,aarch64-darwin
336893550,git-fast-export,aarch64-darwin
336893554,git-fast-export,aarch64-linux
336893557,git-fast-export,x86_64-linux
336893667,git-privacy,aarch64-darwin
336893668,git-privacy,aarch64-linux
336893675,git-privacy,x86_64-linux
336893771,git-together,aarch64-darwin
336893852,gitbeaker-cli,aarch64-linux
336893956,gitlab-elasticsearch-indexer,aarch64-darwin
338427992,glances,aarch64-linux
336894568,gnat16Packages.gpr2,aarch64-linux
336894536,gnat16Packages.gpr2,x86_64-linux
336894826,gnome2.gtksourceview,aarch64-darwin
338428078,gnucobol,aarch64-darwin
338428098,gnudatalanguage,aarch64-linux
336897544,go2tv,aarch64-darwin
336897587,goattracker-stereo,aarch64-darwin
336897584,goattracker,aarch64-darwin
336898176,gophernotes,aarch64-darwin
336898175,gophernotes,aarch64-linux
336898174,gophernotes,x86_64-linux
337677181,goreman,aarch64-darwin
336898287,gossip,aarch64-darwin
336898406,goxlr-utility,aarch64-darwin
338349573,gplates,aarch64-linux
338349574,gplates,x86_64-linux
336898489,gprolog,aarch64-darwin
336898512,gpt4all,aarch64-linux
336898513,gpt4all,x86_64-linux
336898629,gradm,aarch64-linux
337436883,grafana,aarch64-darwin
336898835,graphinder,aarch64-darwin
336898833,graphinder,aarch64-linux
336898834,graphinder,x86_64-linux
336898969,greenbone-feed-sync,aarch64-darwin
336899068,groestlcoin,aarch64-darwin
336899219,gshogi,aarch64-linux
336899222,gshogi,x86_64-linux
338456419,gtk-frdp,aarch64-darwin
336899533,guile-git,aarch64-darwin
337371257,gurk-rs,aarch64-darwin
336899764,gzdoom,aarch64-darwin
336899881,halloy,aarch64-darwin
336899918,handlr-regex,aarch64-darwin
337371262,handy,aarch64-darwin
338349581,hasciicam,aarch64-darwin
336900014,hashcash,aarch64-darwin
336900218,haskellPackages.AppleScript,aarch64-darwin
336900486,haskellPackages.GOST34112012-Hash,aarch64-darwin
336900487,haskellPackages.GOST34112012-Hash,aarch64-linux
336900649,haskellPackages.HsHTSLib,aarch64-darwin
336902722,haskellPackages.aoc,aarch64-darwin
336903172,haskellPackages.barbly,aarch64-darwin
336903437,haskellPackages.bindings-GLFW,aarch64-darwin
336903758,haskellPackages.botan-low,aarch64-linux
336903973,haskellPackages.bytestring-encoding,aarch64-darwin
336905146,haskellPackages.copilot-c99,aarch64-darwin
336905246,haskellPackages.cpython,aarch64-linux
336906052,haskellPackages.diagrams-pandoc,aarch64-linux
336906456,haskellPackages.dtrace,aarch64-darwin
336906844,haskellPackages.epub-metadata,aarch64-darwin
336906850,haskellPackages.error-codes,aarch64-darwin
336907009,haskellPackages.eventlog-live-otelcol,aarch64-darwin
336907002,haskellPackages.eventlog-live-otelcol,aarch64-linux
336907005,haskellPackages.eventlog-live-otelcol,x86_64-linux
